open_nutrition_id,shopping_category
fd_04X4F3SvvC4y,dairy_eggs
fd_04XqK77xayBD,supplements
fd_04YHHvmqA2hG,frozen
fd_04Yhz3KsQNdm,dairy_eggs
fd_04YwhfTYzIJa,snacks
fd_04aAGcZ3BOkW,other
fd_04bl9hF4qIDw,frozen
fd_04eD9OVEnMBi,oils_sauces_condiments
fd_04eWgIS3RVKb,alcohol
fd_04gkzt8qHzLm,dairy_eggs
fd_04hdLqsjQJQR,bread_bakery
fd_04jkdwrD0i4o,oils_sauces_condiments
fd_04jrYtHGyUco,beverages
fd_04kPWhvrGJfF,snacks
fd_04kfIPoDj9Rv,dairy_eggs
fd_04koXcVmtZJ2,sweets
fd_04l0ylcMuv4r,ready_meals
fd_04ldAKg2pRkY,breakfast_spreads
fd_04lem6GYGbl4,ready_meals
fd_04lnOFigCvyx,nuts_seeds_dried_fruit
fd_04mgaPxkn3pg,fish_seafood
fd_04nHjBW8cMZA,canned_jarred
fd_04nZxWpp7a2y,frozen
fd_04oSED7iK0EO,beverages
fd_04oc7QaOJxqi,nuts_seeds_dried_fruit
fd_04oeCV3dkHe7,dairy_eggs
fd_04oi7legBG0G,oils_sauces_condiments
fd_04q5ab9CJhFz,sweets
fd_04qJVSbbOdqB,snacks
fd_04qUaJ8IgyOr,baby_food
fd_04qpmA806ULi,beverages
fd_04rIPBpp3xBh,oils_sauces_condiments
fd_04rNaKNl9YgM,beverages
fd_04snMFg6XPpc,canned_jarred
fd_04tFxt8TrwKq,ready_meals
fd_04toiI5AaY1c,canned_jarred
fd_04u0SMHuC3xw,beverages
fd_04uObBeYVJ48,oils_sauces_condiments
fd_04uyEBme5OsS,baking
fd_04vEdl6cL6hs,bread_bakery
fd_04vOcT9f80xe,bread_bakery
fd_04wMzqZmHBXS,dairy_eggs
fd_04wOcLIzslFt,canned_jarred
fd_04wTjRrsAbsJ,canned_jarred
fd_04yioRr8BpaU,beverages
fd_04yzfAhjmO36,sweets
fd_04zQmB5fPS6G,supplements
fd_04zzidgzrkR4,snacks
fd_050PBcGKa9GR,snacks
fd_050jNEJuACab,baking
fd_051zreOf8i3I,pasta_rice_grains
fd_052QyDSDwUJT,pasta_rice_grains
fd_053YhR1R5fZV,oils_sauces_condiments
fd_054hGXFaN0uH,frozen
fd_054xO7JfYRKw,oils_sauces_condiments
fd_055i2MPsbv1c,dairy_eggs
fd_056L5HSxbu5s,snacks
fd_059twsMMMr58,dairy_eggs
fd_05A1rOuc3z7o,deli_cold_cuts
fd_05A9uN1yLRE5,canned_jarred
fd_05AOvbiOUOh2,snacks
fd_05CDDmjojwye,frozen
fd_05CGFP87EOgu,oils_sauces_condiments
fd_05CUigto7iek,frozen
fd_05CobxsfxC7l,canned_jarred
fd_05DwinNrVlKr,fruits_vegetables
fd_05EXvkRUiCNg,breakfast_spreads
fd_05Ela4hWBsC6,baking
fd_05F5EAN278Kl,baking
fd_05FCKJTfcSJl,beverages
fd_05GLgLTtMx4u,ready_meals
fd_05GfwO8Hx0f3,beverages
fd_05IFhcu7FIFh,beverages
fd_05IXI9ckk1S3,bread_bakery
fd_05JyXjYMwafF,breakfast_spreads
fd_05K2Ub8K914R,frozen
fd_05MN82Iv5eWa,ready_meals
fd_05MTfN7Y9tos,snacks
fd_05MaydifvHAW,snacks
fd_05MvX2XhM1GU,snacks
fd_05NChh8csWJZ,pasta_rice_grains
fd_05OYAZtqj5P5,canned_jarred
fd_05OwUXdYTWQf,beverages
fd_05RB3anD7rvy,ready_meals
fd_05REHjjxRj2M,ready_meals
fd_05RSwV3tnP0P,snacks
fd_05S0mJfL63iP,oils_sauces_condiments
fd_05TIcB9i1Rm0,dairy_eggs
fd_05TKldngSyWd,nuts_seeds_dried_fruit
fd_05TP5yPLYMeK,pasta_rice_grains
fd_05UABOTdSU8s,oils_sauces_condiments
fd_05W7qvBhY88O,ready_meals
fd_05WeUsrNBOSR,fruits_vegetables
fd_05XrXKh6LpAu,dairy_eggs
fd_05Xz31y3Lp2T,breakfast_spreads
fd_05YAFxnihAss,beverages
fd_05ZxVrEnuZgo,fruits_vegetables
fd_05aGAaeFhqPk,deli_cold_cuts
fd_05b9ISBPcS7H,frozen
fd_05bYhnRFKIMH,oils_sauces_condiments
fd_05cJBUc063YT,oils_sauces_condiments
fd_05dwHfOqLQc4,frozen
fd_05e5UrNK5LIS,canned_jarred
fd_05ev4rD3t7GJ,canned_jarred
fd_05fx4gEtgghE,frozen
fd_05iIDsJjUnBH,nuts_seeds_dried_fruit
fd_05iN6UkWnG57,canned_jarred
fd_05k9HBwvhAMM,plant_based
fd_05kAnbiVMK9E,sweets
fd_05knaEfnrwLW,beverages
fd_05lpoPxzsEUl,beverages
fd_05m9oif49Z6K,beverages
fd_05mBVDygpdeO,pasta_rice_grains
fd_05nc9DT3OJrv,sweets
fd_05or0St1LjWQ,canned_jarred
fd_05pXsUuuCA9v,dairy_eggs
fd_05plc8ViTKfh,dairy_eggs
fd_05qKfSdh2qDk,bread_bakery
fd_05qwzUiH99y5,nuts_seeds_dried_fruit
fd_05rRulk54J2k,frozen
fd_05tkqAZXO3f1,plant_based
fd_05tsYrgd0epd,bread_bakery
fd_05u1k5PSujF9,frozen
fd_05vEHGRwf9WO,frozen
fd_05vYIIi5g1Gf,dairy_eggs
fd_05wZPgvLhN0v,fish_seafood
fd_05xhO8UwtFIS,meat_poultry
fd_05y9H6Z1DgX4,dairy_eggs
fd_05ydVJRuHDxC,other
fd_05yypkcDbQaV,deli_cold_cuts
fd_05z2RRKfeL1m,nuts_seeds_dried_fruit
fd_05zP8vLtbuEW,baking
fd_05zhXbU55y6K,snacks
fd_060XNaBKiBuI,frozen
fd_061EwKBaTRgF,breakfast_spreads
fd_061uC2UCzwl7,snacks
fd_062kiXLuz78N,coffee_tea
fd_0638OXVpXO8e,bread_bakery
fd_064WPfgRxB5Y,baking
fd_0651MQODxB51,beverages
fd_065bmt8BjNBw,canned_jarred
fd_065kdmxABg86,pasta_rice_grains
fd_067cWI135C45,bread_bakery
fd_067lAadhgUOX,frozen
fd_067tseu5souw,frozen
fd_0684L97aGpe0,ready_meals
fd_068A2o0htced,ready_meals
fd_068HyKXfVVKa,fish_seafood
fd_068Yqity6wvg,frozen
fd_0699d3aIlxQf,dairy_eggs
fd_069HVewRodml,canned_jarred
fd_069ZCKK9y9gY,beverages
fd_06D7HtstOVVg,oils_sauces_condiments
fd_06DgDyy0vNmM,nuts_seeds_dried_fruit
fd_06Gwz2pdcyoW,sweets
fd_06HeDcJXsiDS,deli_cold_cuts
fd_06JJsADcaTpT,meat_poultry
fd_06JKDAz8bvx0,dairy_eggs
fd_06JsFNDah8vk,oils_sauces_condiments
fd_06L00fSFnyTH,canned_jarred
fd_06Nb13CcCutw,oils_sauces_condiments
fd_06NeY8sDNYOY,canned_jarred
fd_06NmWP2yaJDM,pasta_rice_grains
fd_06OABGPGdtz4,snacks
fd_06OSg4dHuQJE,sweets
fd_06Oco6RDDIFs,beverages
fd_06PaJP6lyK0W,fish_seafood
fd_06PpEDCob1qX,sweets
fd_06Qg2eGba7C7,sweets
fd_06R1rDAnrPP0,dairy_eggs
fd_06TLEZboHExo,breakfast_spreads
fd_06TVvF8N9H6N,dairy_eggs
fd_06ToS00dnozm,other
fd_06TtllpgufUJ,beverages
fd_06U2BLgzDEjR,ready_meals
fd_06U7Ne7M7fKZ,ready_meals
fd_06V3Y1iaDRgL,plant_based
fd_06WLPrExXAVN,pasta_rice_grains
fd_06XgVJIygSH5,coffee_tea
fd_06Z0qiMVQxXn,nuts_seeds_dried_fruit
fd_06ZcQJMt8SXb,dairy_eggs
fd_06Zflf8rnBf4,frozen
fd_06auWTxKQy68,dairy_eggs
fd_06bsyih2ps3e,snacks
fd_06bwSQymSUu3,baking
fd_06cXuUjdda5j,canned_jarred
fd_06cwqU675SMC,canned_jarred
fd_06czyR0C8hWt,sweets
fd_06dZNbiunRRa,frozen
fd_06eQc4z4tmWM,other
fd_06fBWt9Ljg8b,spices_seasonings
fd_06fHKlcfzydb,frozen
fd_06fYPMGDlDOz,dairy_eggs
fd_06hvRMJmomRP,snacks
fd_06iK4HNywvBN,frozen
fd_06jAVSC4eMZl,snacks
fd_06k8yxS975yi,dairy_eggs
fd_06lFeANxIhFk,frozen
fd_06lKn3gJ6mWP,sweets
fd_06muMWGCn6eo,nuts_seeds_dried_fruit
fd_06n7gyBMlmgo,sweets
fd_06oKACT8rx7j,sweets
fd_06oaOyIKWu0C,nuts_seeds_dried_fruit
fd_06pTJOpv23tR,sweets
fd_06pWHt4EU4Fk,snacks
fd_06ps6yANBnRi,oils_sauces_condiments
fd_06qHK6T6urjr,baking
fd_06qirMnopr1p,beverages
fd_06r7v9egXFgO,other
fd_06rQLaA0Aoeo,nuts_seeds_dried_fruit
fd_06s5yWrX66pz,breakfast_spreads
fd_06tJfZ6vUyGf,baking
fd_06tLwV8e19GW,frozen
fd_06ucVEf9Cryt,frozen
fd_06xOEab5YINe,snacks
fd_06xvzpQ77HWz,snacks
fd_06y4WLvu4ORV,coffee_tea
fd_06y6oNL6BF5Q,breakfast_spreads
fd_06zQeHD1Te5e,canned_jarred
fd_06zXidPzzfm7,pasta_rice_grains
fd_06zhw32qia0J,baking
fd_071eSxsc9baz,dairy_eggs
fd_071kdY4QiCW0,ready_meals
fd_071oDyvpYVjo,plant_based
fd_072CsZAwjDW7,frozen
fd_072O8sA9j2SS,dairy_eggs
fd_072dDIqgvL6A,nuts_seeds_dried_fruit
fd_073SSPPfi7cR,pasta_rice_grains
fd_073j9MOeoJ4r,pasta_rice_grains
fd_07409xuU3Dd1,dairy_eggs
fd_075z61jShTxz,beverages
fd_077has7PWFsY,snacks
fd_077rfmJTBC76,beverages
fd_077tRO3ulfnY,frozen
fd_078AetscSAgc,canned_jarred
fd_078AykKCA2ki,fish_seafood
fd_0791xTTqDNRo,deli_cold_cuts
fd_079beQuavCYN,beverages
fd_079qgpp3sbGO,spices_seasonings
fd_07A4h8OG78ia,frozen
fd_07AM7YbjZMr5,ready_meals
fd_07AprXZjgvpi,beverages
fd_07B9mspHa3bJ,dairy_eggs
fd_07BtB2BmTYh1,oils_sauces_condiments
fd_07C1QuXIJ8Pp,frozen
fd_07CKKe70zIdB,dairy_eggs
fd_07Ck9z8DZnLl,canned_jarred
fd_07DK2YfOylSf,frozen
fd_07EHy68KYRtr,nuts_seeds_dried_fruit
fd_07Etm1qTswFr,bread_bakery
fd_07FbxkmL1P8r,ready_meals
fd_07FjCyZovQv1,frozen
fd_07HHuqVBwo7Q,beverages
fd_07IivcEJTZPN,sweets
fd_07IjCHXNXooQ,sweets
fd_07JM67qR5bwL,snacks
fd_07K4AbWFt9SE,bread_bakery
fd_07KJBrUdIE95,deli_cold_cuts
fd_07KLlapZN1Cb,ready_meals
fd_07KaRSGiQZz1,nuts_seeds_dried_fruit
fd_07L8xvPq5it5,coffee_tea
fd_07La56OG2wD3,canned_jarred
fd_07LctU7cypEv,sweets
fd_07Lko5mAbNqB,ready_meals
fd_07LyY9Tzsvf1,sweets
fd_07MirDb3arlv,baking
fd_07NNsK36eBfB,canned_jarred
fd_07Nxotd4FRY3,snacks
fd_07O3vt2Nj4bo,bread_bakery
fd_07QgkKHHVhOG,other
fd_07Qmjg6Jaceo,spices_seasonings
fd_07QoCUPshYRS,canned_jarred
fd_07RuS9IW5bJD,frozen
fd_07SrYXzeLejY,ready_meals
fd_07THmUakkWnN,sweets
fd_07UUroX47BNd,oils_sauces_condiments
fd_07V5Z25EU9OW,frozen
fd_07WLRxpzzHb5,snacks
fd_07WbICZ6LqwB,dairy_eggs
fd_07Wez12PpxP3,other
fd_07XBVgBWjfPG,coffee_tea
fd_07YpPjuRjm7m,snacks
fd_07YsYyYo92F3,nuts_seeds_dried_fruit
fd_07Yt8baoBS70,snacks
fd_07bM6WWF3KT9,snacks
fd_07cpkctBgx31,nuts_seeds_dried_fruit
fd_07cpxZpxTEkG,bread_bakery
fd_07d7du4cEwKf,bread_bakery
fd_07dXFmRPeQwp,pasta_rice_grains
fd_07e7v0xaJG9a,sweets
fd_07fC6D04hcHR,bread_bakery
fd_07fcxDHPzzld,spices_seasonings
fd_07g5FaAoBr65,spices_seasonings
fd_07gPMUByMzJc,sweets
fd_07hjWBLXJtZI,sweets
fd_07jITWcpqXVR,oils_sauces_condiments
fd_07jWH29AUJOs,frozen
fd_07kxlYsGyIem,dairy_eggs
fd_07mIucZtW60l,beverages
fd_07n4Ezj7xVwG,other
fd_07nCnUBBINvr,sweets
fd_07nGexFRwIvA,bread_bakery
fd_07o1VhpHJ1r9,dairy_eggs
fd_07p7BiCPBib9,other
fd_07pFu6caaR8h,frozen
fd_07pNTc35KHiR,snacks
fd_07qfXchpPESC,snacks
fd_07rQ1sVvEC0o,oils_sauces_condiments
fd_07rRHhAOUWZw,frozen
fd_07sffil82Ru8,other
fd_07t9XLKjaOXa,dairy_eggs
fd_07u9fKU4yidE,oils_sauces_condiments
